279,138
275,151
274,164
270,176
269,188
262,197
257,208
254,220
253,232
244,242
235,235
224,239
222,252
219,264
210,268
199,265
194,256
193,246
186,241
178,237
182,226
179,214
180,201
184,188
185,176
186,164
189,152
190,140
196,132
201,120
203,110
213,106
222,99
232,93
239,85
244,86
250,86
258,89
266,98
265,106
271,115
275,126
